type,name,res_id,src,value,fuzzy
help,"medical.patient,fam_apgar_affection",0,Is the patient satisfied with the level of affection coming from the family ?,¿Está el paciente satisfecho con el nivel de afecto en el ámbito familiar ?,0
help,"medical.patient,fam_apgar_decisions",0,Is the patient satisfied with the level of making important decisions as a group ?,¿Está el paciente satisfecho con el nivel de toma de decisiones como grupo?,0
help,"medical.patient,fam_apgar_discussion",0,Is the patient satisfied with the level talking over the problems as family ?,¿Está el paciente satisfecho con el nivel de discusión de problemas en el ámbito familiar?,0
help,"medical.patient,fam_apgar_help",0,Is the patient satisfied with the level of help coming from the family when there is a problem ?,¿Está el paciente satisfecho con el nivel de ayuda familiar cuando hay un problema?,0
help,"medical.patient,fam_apgar_score",0,"Total Family APGAR 
7 - 10 : Functional Family 
4 - 6  : Some level of disfunction 
0 - 3  : Severe disfunctional family 
",Total APGAR Familiar,0
help,"medical.patient,fam_apgar_timesharing",0,Is the patient satisfied with the level of time that they spend together ?,¿Está el paciente satisfecho con el nivel de tiempo que pasan juntos?,0
help,"medical.patient,hostile_area",0,"Check if patient lives in a zone of high hostility (eg, war)","Marcar si el paciente vive en zona hostil (ej, guerra, pandillas)",0
help,"medical.patient,hours_outside",0,Number of hours a day the patient spend outside the house,Número de horas al día que el paciente está fuera de su hogar,0
help,"medical.patient,housing",0,Housing and sanitary living conditions,Condiciones sanitarias y habitacionales,0
help,"medical.patient,relative_in_prison",0,Check if someone from the nuclear family - parents / sibblings  is or has been in prison,Márquelo si alguien del núcleo familiar - padres / hermanos - está o ha estado en prisión,0
help,"medical.patient,ses",0,SES - Socioeconomic Status,NSE - Nivel Socioeconómico,0
help,"medical.patient,works_at_home",0,Check if the patient works at his / her house,Marcar si trabaja en la casa,0
selection,"medical.patient,education",0,Incomplete Primary School,Primaria Incompleta,0
selection,"medical.patient,education",0,Incomplete Secondary School,Secundaria Incompleta,0
selection,"medical.patient,education",0,None,Ninguno,0
selection,"medical.patient,education",0,Primary School,Escuela Primaria,0
selection,"medical.patient,education",0,Secondary School,Escuela secundaria,0
selection,"medical.patient,education",0,University,Universidad,0
selection,"medical.patient,fam_apgar_affection",0,Moderately,Moderado,0
selection,"medical.patient,fam_apgar_affection",0,None,Ninguno,0
selection,"medical.patient,fam_apgar_affection",0,Very much,Mucho,0
selection,"medical.patient,fam_apgar_decisions",0,Moderately,Moderado,0
selection,"medical.patient,fam_apgar_decisions",0,None,Ninguno,0
selection,"medical.patient,fam_apgar_decisions",0,Very much,Mucho,0
selection,"medical.patient,fam_apgar_discussion",0,Moderately,Moderado,0
selection,"medical.patient,fam_apgar_discussion",0,None,Ninguno,0
selection,"medical.patient,fam_apgar_discussion",0,Very much,Mucho,0
selection,"medical.patient,fam_apgar_help",0,Moderately,Moderado,0
selection,"medical.patient,fam_apgar_help",0,None,Ninguno,0
selection,"medical.patient,fam_apgar_help",0,Very much,Mucho,0
selection,"medical.patient,fam_apgar_timesharing",0,Moderately,Moderado,0
selection,"medical.patient,fam_apgar_timesharing",0,None,Ninguno,0
selection,"medical.patient,fam_apgar_timesharing",0,Very much,Mucho,0
selection,"medical.patient,housing",0,Comfortable and good sanitary conditions,Cómoda y buenas condiciones sanitarias,0
selection,"medical.patient,housing",0,Luxury and excellent sanitary conditions,Lujoso y condiciones sanitarias excelentes,0
selection,"medical.patient,housing",0,Roomy and excellent sanitary conditions,Espaciosa y excelentes condiciones sanitarias,0
selection,"medical.patient,housing",0,"Shanty, deficient sanitary conditions","Rancho, condiciones sanitarias precarias",0
selection,"medical.patient,housing",0,"Small, crowded but with good sanitary conditions","Pequeño, hacinado, pero con buenas condiciones sanitarias",0
selection,"medical.patient,income",0,High,Alto,0
selection,"medical.patient,income",0,Low,Bajo,0
selection,"medical.patient,income",0,Medium / Average,Media,0
selection,"medical.patient,ses",0,Higher,Alto,0
selection,"medical.patient,ses",0,Lower,Bajo,0
selection,"medical.patient,ses",0,Lower-middle,Medio-bajo,0
selection,"medical.patient,ses",0,Middle,Medio,0
selection,"medical.patient,ses",0,Middle-upper,Media-alta,0
view,medical.patient,0,Family,Familia,0
view,medical.patient,0,Family APGAR,APGAR Familiar,0
view,medical.patient,0,Main,Principal,0
view,medical.patient,0,Other Family Issues,Otros problemas familiares,0
view,medical.patient,0,Socioeconomics,NSE,0
