type,name,res_id,src,value,fuzzy
field,"gnuhealth.drug.form,name",0,Form,Formulario:,0
field,"gnuhealth.drug.form,rec_name",0,Name,Nombre,0
field,"gnuhealth.drug.route,code",0,Code,Código,0
field,"gnuhealth.drug.route,name",0,Unit,Unidad,0
field,"gnuhealth.drug.route,rec_name",0,Name,Nombre,0
field,"gnuhealth.ethnicity,code",0,Code,Código,0
field,"gnuhealth.ethnicity,name",0,Name,Grupo étnico,0
field,"gnuhealth.ethnicity,notes",0,Notes,Notas,0
field,"gnuhealth.ethnicity,rec_name",0,Name,Nombre,0
field,"gnuhealth.family,info",0,Extra Information,Información Adicional,0
field,"gnuhealth.family,members",0,Family Members,Miembros familiares,0
field,"gnuhealth.family,name",0,Family,Familia,0
field,"gnuhealth.family,operational_sector",0,Operational Sector,Sector Operativo,0
field,"gnuhealth.family,rec_name",0,Name,Nombre,0
field,"gnuhealth.family_code,info",0,Extra Information,Información Adicional,0
field,"gnuhealth.family_code,members_ids",0,Members,Miembros,0
field,"gnuhealth.family_code,name",0,Name,Nombre,0
field,"gnuhealth.family_code,operational_sector",0,Operational Sector,Sector Operativo,0
field,"gnuhealth.family_member,name",0,Family,Familia,0
field,"gnuhealth.family_member,party",0,Party,Terceros,0
field,"gnuhealth.family_member,rec_name",0,Name,Nombre,0
field,"gnuhealth.family_member,role",0,Role,Rol,0
field,"gnuhealth.hospital.bed,bed_type",0,Bed Type,Tipo de Cama,0
field,"gnuhealth.hospital.bed,extra_info",0,Extra Info,Información Adicional,0
field,"gnuhealth.hospital.bed,name",0,Bed,Cama,0
field,"gnuhealth.hospital.bed,rec_name",0,Name,Nombre,0
field,"gnuhealth.hospital.bed,state",0,Status,Estado,0
field,"gnuhealth.hospital.bed,telephone_number",0,Telephone Number,Número de teléfono,0
field,"gnuhealth.hospital.bed,ward",0,Ward,Sala,0
field,"gnuhealth.hospital.building,code",0,Code,Código,0
field,"gnuhealth.hospital.building,extra_info",0,Extra Info,Información Adicional,0
field,"gnuhealth.hospital.building,institution",0,Institution,Institución,0
field,"gnuhealth.hospital.building,name",0,Name,Nombre,0
field,"gnuhealth.hospital.building,rec_name",0,Name,Nombre,0
field,"gnuhealth.hospital.or,building",0,Building,Edificio,0
field,"gnuhealth.hospital.or,extra_info",0,Extra Info,Información Adicional,0
field,"gnuhealth.hospital.or,institution",0,Institution,Institución,0
field,"gnuhealth.hospital.or,name",0,Name,Nombre,0
field,"gnuhealth.hospital.or,rec_name",0,Name,Nombre,0
field,"gnuhealth.hospital.or,unit",0,Unit,Unidad,0
field,"gnuhealth.hospital.unit,code",0,Code,Código,0
field,"gnuhealth.hospital.unit,extra_info",0,Extra Info,Información Adicional,0
field,"gnuhealth.hospital.unit,institution",0,Institution,Institución,0
field,"gnuhealth.hospital.unit,name",0,Name,Nombre,0
field,"gnuhealth.hospital.unit,rec_name",0,Name,Nombre,0
field,"gnuhealth.hospital.ward,ac",0,Air Conditioning,Aire Acondicionado,0
field,"gnuhealth.hospital.ward,bio_hazard",0,Bio Hazard,Riesgo Biológico,0
field,"gnuhealth.hospital.ward,building",0,Building,Edificio,0
field,"gnuhealth.hospital.ward,extra_info",0,Extra Info,Información Adicional,0
field,"gnuhealth.hospital.ward,floor",0,Floor Number,Número de Piso,0
field,"gnuhealth.hospital.ward,gender",0,Gender,Género,0
field,"gnuhealth.hospital.ward,guest_sofa",0,Guest sofa-bed,Sofá cama para el invitado,0
field,"gnuhealth.hospital.ward,institution",0,Institution,Institución,0
field,"gnuhealth.hospital.ward,internet",0,Internet Access,Acceso a Internet,0
field,"gnuhealth.hospital.ward,microwave",0,Microwave,Microonda,0
field,"gnuhealth.hospital.ward,name",0,Name,Nombre,0
field,"gnuhealth.hospital.ward,number_of_beds",0,Number of beds,Número de Camas,0
field,"gnuhealth.hospital.ward,private",0,Private,Privado,0
field,"gnuhealth.hospital.ward,private_bathroom",0,Private Bathroom,Baño Privado,0
field,"gnuhealth.hospital.ward,rec_name",0,Name,Nombre,0
field,"gnuhealth.hospital.ward,refrigerator",0,Refrigetator,Nevera,0
field,"gnuhealth.hospital.ward,state",0,Status,Estado,0
field,"gnuhealth.hospital.ward,telephone",0,Telephone access,Acceso a telefóno,0
field,"gnuhealth.hospital.ward,tv",0,Television,Televisión,0
field,"gnuhealth.hospital.ward,unit",0,Unit,Unidad,0
field,"gnuhealth.installer.modules,config_logo",0,Image,Imagen,0
field,"gnuhealth.installer.modules,gnuhealth.genetics",0,Medical Genetics,Genética,0
field,"gnuhealth.installer.modules,gnuhealth.gyneco",0,Medical Gyneco / Obstetrics,Ginecología / obstetricia,0
field,"gnuhealth.installer.modules,gnuhealth.icd10",0,Medical ICD-10,CIE-10,0
field,"gnuhealth.installer.modules,gnuhealth.icd10pcs",0,Medical ICD-10-PCS,ICD-10-PCS,0
field,"gnuhealth.installer.modules,gnuhealth.inpatient",0,Medical Inpatient,Hospitalización,0
field,"gnuhealth.installer.modules,gnuhealth.invoice",0,Medical Invoicing,Facturación,0
field,"gnuhealth.installer.modules,gnuhealth.lab",0,Medical Lab,Laboratorio,0
field,"gnuhealth.installer.modules,gnuhealth.lifestyle",0,Medical Lifestyle,Estilos de vida y adicciones,0
field,"gnuhealth.installer.modules,gnuhealth.socioeconomics",0,Medical Socioeconomics,Aspectos Socioeconómicos,0
field,"gnuhealth.installer.modules,gnuhealth.surgery",0,Medical Surgery,Cirugía,0
field,"gnuhealth.installer.modules,progress",0,Configuration Progress,Progreso de la configuración,0
field,"gnuhealth.insurance,category",0,Category,Categoría,0
field,"gnuhealth.insurance,company",0,Insurance Company,Compañía de Seguros,0
field,"gnuhealth.insurance,insurance_type",0,Insurance Type,Tipo de seguro,0
field,"gnuhealth.insurance,member_exp",0,Expiration date,Fecha de caducidad,0
field,"gnuhealth.insurance,member_since",0,Member since,Miembro desde,0
field,"gnuhealth.insurance,name",0,Owner,Propietario,0
field,"gnuhealth.insurance,notes",0,Extra Info,Información Adicional,0
field,"gnuhealth.insurance,number",0,Number,Número,0
field,"gnuhealth.insurance,plan_id",0,Plan,Plan,0
field,"gnuhealth.insurance,rec_name",0,Name,Nombre,0
field,"gnuhealth.insurance,type",0,Insurance Type,Tipo de seguro,0
field,"gnuhealth.insurance.plan,company",0,Insurance Company,Compañía de Seguros,0
field,"gnuhealth.insurance.plan,is_default",0,Default plan,Plan predeterminado,0
field,"gnuhealth.insurance.plan,name",0,Plan,Plan,0
field,"gnuhealth.insurance.plan,notes",0,Extra info,Información adicional,0
field,"gnuhealth.insurance.plan,rec_name",0,Name,Nombre,0
field,"gnuhealth.medicament,active_component",0,Active component,Componente activo,0
field,"gnuhealth.medicament,adverse_reaction",0,Adverse Reactions,Reacciones adversas,0
field,"gnuhealth.medicament,composition",0,Composition,Composición,0
field,"gnuhealth.medicament,dosage",0,Dosage Instructions,Administración,0
field,"gnuhealth.medicament,indications",0,Indication,Indicación,0
field,"gnuhealth.medicament,name",0,Name,Nombre,0
field,"gnuhealth.medicament,notes",0,Extra Info,Información Adicional,0
field,"gnuhealth.medicament,overdosage",0,Overdosage,Sobredosis,0
field,"gnuhealth.medicament,pregnancy",0,Pregnancy and Lactancy,Embarazo y lactancia,0
field,"gnuhealth.medicament,pregnancy_warning",0,Pregnancy Warning,Advertencia de Embarazo,0
field,"gnuhealth.medicament,presentation",0,Presentation,Presentación,0
field,"gnuhealth.medicament,price",0,Price,Precio,0
field,"gnuhealth.medicament,qty_available",0,Quantity Available,Cantidad disponible,0
field,"gnuhealth.medicament,rec_name",0,Name,Nombre,0
field,"gnuhealth.medicament,storage",0,Storage Conditions,Condiciones de almacenamiento,0
field,"gnuhealth.medicament,therapeutic_action",0,Therapeutic effect,Efecto Terapéutico,0
field,"gnuhealth.medication.dosage,abbreviation",0,Abbreviation,Abreviación,0
field,"gnuhealth.medication.dosage,code",0,Code,Código,0
field,"gnuhealth.medication.dosage,name",0,Frequency,Frecuencia,0
field,"gnuhealth.medication.dosage,rec_name",0,Name,Nombre,0
field,"gnuhealth.medication.template,admin_times",0,Admin hours,Horarios de administración,0
field,"gnuhealth.medication.template,common_dosage",0,Frequency,Frecuencia,0
field,"gnuhealth.medication.template,dose",0,Dose,Dosis,0
field,"gnuhealth.medication.template,dose_unit",0,dose unit,unidad de la dosis,0
field,"gnuhealth.medication.template,duration",0,Treatment duration,Duración del tratamiento,0
field,"gnuhealth.medication.template,duration_period",0,Treatment period,Período del tratamiento,0
field,"gnuhealth.medication.template,end_treatment",0,End of treatment,Finalización del tratamiento,0
field,"gnuhealth.medication.template,form",0,Form,Presentación,0
field,"gnuhealth.medication.template,frequency",0,Frequency,Frecuencia,0
field,"gnuhealth.medication.template,frequency_unit",0,unit,unidad,0
field,"gnuhealth.medication.template,indication",0,Indication,Indicación,0
field,"gnuhealth.medication.template,medicament",0,Medicament,Medicamento,0
field,"gnuhealth.medication.template,qty",0,x,x,0
field,"gnuhealth.medication.template,rec_name",0,Name,Nombre,0
field,"gnuhealth.medication.template,route",0,Administration Route,Vía de Administración,0
field,"gnuhealth.medication.template,start_treatment",0,Start of treatment,Inicio del tratamiento,0
field,"gnuhealth.occupation,code",0,Code,Código,0
field,"gnuhealth.occupation,name",0,Name,Nombre,0
field,"gnuhealth.occupation,rec_name",0,Name,Nombre,0
field,"gnuhealth.operational_area,info",0,Extra Information,Información Adicional,0
field,"gnuhealth.operational_area,name",0,Name,Nombre,0
field,"gnuhealth.operational_area,operational_sector",0,Operational Sector,Sector Operativo,0
field,"gnuhealth.operational_area,rec_name",0,Name,Nombre,0
field,"gnuhealth.operational_sector,info",0,Extra Information,Información Adicional,0
field,"gnuhealth.operational_sector,name",0,Op. Sector,Sector Operacional,0
field,"gnuhealth.operational_sector,operational_area",0,Operational Area,Área Operacional,0
field,"gnuhealth.operational_sector,rec_name",0,Name,Nombre,0
field,"gnuhealth.pathology,category",0,Disease Category,Categoría Enfermedad,0
field,"gnuhealth.pathology,chromosome",0,Affected Chromosome,Cromosoma afectado,0
field,"gnuhealth.pathology,code",0,Code,Código,0
field,"gnuhealth.pathology,gene",0,Gene,Gen,0
field,"gnuhealth.pathology,info",0,Extra Info,Información Adicional,0
field,"gnuhealth.pathology,name",0,Name,Nombre,0
field,"gnuhealth.pathology,protein",0,Protein involved,Proteína involucrada,0
field,"gnuhealth.pathology,rec_name",0,Name,Nombre,0
field,"gnuhealth.pathology.category,active",0,Active,Activo,0
field,"gnuhealth.pathology.category,child_ids",0,Children Category,Categoría Infantil,0
field,"gnuhealth.pathology.category,childs",0,Children Category,Categoría Infantil,0
field,"gnuhealth.pathology.category,name",0,Category Name,Nombre de categoría,0
field,"gnuhealth.pathology.category,parent",0,Parent Category,Categoría padre,0
field,"gnuhealth.pathology.category,rec_name",0,Name,Nombre,0
field,"gnuhealth.patient,admissions_ids",0,Admission / Discharge,Admisión / Alta Medica,0
field,"gnuhealth.patient,age",0,Age,Edad,0
field,"gnuhealth.patient,blood_type",0,Blood Type,Grupo Sanguíneo,0
field,"gnuhealth.patient,cod",0,Cause of Death,Causa de defunción,0
field,"gnuhealth.patient,critical_info",0,"Important disease, allergy or procedures information","Información importante sobre enfermedades, alergias o procedimientos",0
field,"gnuhealth.patient,current_address",0,Address,Dirección/Contacto,0
field,"gnuhealth.patient,current_insurance",0,Insurance,Seguro,0
field,"gnuhealth.patient,deceased",0,Deceased,Fallecido,0
field,"gnuhealth.patient,diseases",0,Diseases,Enfermedades,0
field,"gnuhealth.patient,dob",0,DoB,Fecha de nacimiento,0
field,"gnuhealth.patient,dod",0,Date of Death,Fecha de fallecimiento,0
field,"gnuhealth.patient,ethnic_group",0,Ethnic group,Grupo étnico,0
field,"gnuhealth.patient,evaluation_ids",0,Evaluation,Evaluación,0
field,"gnuhealth.patient,family",0,Family,Familia,0
field,"gnuhealth.patient,family_code",0,Family,Familia,0
field,"gnuhealth.patient,general_info",0,General Information,Información general,0
field,"gnuhealth.patient,identification_code",0,ID,ID,0
field,"gnuhealth.patient,lastname",0,Lastname,Apellido,0
field,"gnuhealth.patient,marital_status",0,Marital Status,Estado civil,0
field,"gnuhealth.patient,medications",0,Medications,Medicaciones,0
field,"gnuhealth.patient,name",0,Patient,Nombre,0
field,"gnuhealth.patient,patient_id",0,ID,ID,0
field,"gnuhealth.patient,photo",0,Picture,Foto,0
field,"gnuhealth.patient,prescriptions",0,Prescriptions,Recetas,0
field,"gnuhealth.patient,primary_care_doctor",0,Primary Care Doctor,Médico de cabecera,0
field,"gnuhealth.patient,rec_name",0,Name,Nombre,0
field,"gnuhealth.patient,rh",0,Rh,Rh,0
field,"gnuhealth.patient,sex",0,Sex,Sexo,0
field,"gnuhealth.patient,vaccinations",0,Vaccinations,Vacunas,0
field,"gnuhealth.patient.disease,age",0,Age when diagnosed,Edad al momento del diagnóstico,0
field,"gnuhealth.patient.disease,allergy_type",0,Allergy type,Tipo de alergia,0
field,"gnuhealth.patient.disease,date_start_treatment",0,Start of treatment,Inicio del tratamiento,0
field,"gnuhealth.patient.disease,date_stop_treatment",0,End of treatment,Finalización del tratamiento,0
field,"gnuhealth.patient.disease,diagnosed_date",0,Date of Diagnosis,Fecha de diagnóstico,0
field,"gnuhealth.patient.disease,disease_severity",0,Severity,Severidad,0
field,"gnuhealth.patient.disease,doctor",0,Physician,Doctor,0
field,"gnuhealth.patient.disease,extra_info",0,Extra Info,Información Adicional,0
field,"gnuhealth.patient.disease,healed_date",0,Healed,Curada,0
field,"gnuhealth.patient.disease,is_active",0,Active disease,Enfermedad activa,0
field,"gnuhealth.patient.disease,is_allergy",0,Allergic Disease,Enfermedad alérgica,0
field,"gnuhealth.patient.disease,is_infectious",0,Infectious Disease,Enfermedad infecciosa,0
field,"gnuhealth.patient.disease,is_on_treatment",0,Currently on Treatment,Actualmente en tratamiento,0
field,"gnuhealth.patient.disease,name",0,Patient,Paciente,0
field,"gnuhealth.patient.disease,pathology",0,Disease,Enfermedad,0
field,"gnuhealth.patient.disease,pcs_code",0,Code,Código,0
field,"gnuhealth.patient.disease,pregnancy_warning",0,Pregnancy warning,Advertencias durante el embarazo,0
field,"gnuhealth.patient.disease,rec_name",0,Name,Nombre,0
field,"gnuhealth.patient.disease,short_comment",0,Remarks,Comentarios,0
field,"gnuhealth.patient.disease,status",0,Status of the disease,Estado de la enfermedad,0
field,"gnuhealth.patient.disease,treatment_description",0,Treatment Description,Descripción del tratamiento,0
field,"gnuhealth.patient.disease,weeks_of_pregnancy",0,Contracted in pregnancy week #,Contraído en la semana del embarazo #,0
field,"gnuhealth.patient.evaluation,abdominal_circ",0,Abdominal Circumference,Circunferencia Abdominal,0
field,"gnuhealth.patient.evaluation,abstraction",0,Abstraction,Abstracción,0
field,"gnuhealth.patient.evaluation,acropachy",0,Acropachy,Acropaquia,0
field,"gnuhealth.patient.evaluation,actions",0,P,Acciones,0
field,"gnuhealth.patient.evaluation,alopecia",0,Alopecia,Alopecia,0
field,"gnuhealth.patient.evaluation,arritmia",0,Arritmias,Arritmias,0
field,"gnuhealth.patient.evaluation,ascites",0,Ascites,Ascitis,0
field,"gnuhealth.patient.evaluation,bmi",0,Body Mass Index,Índice de Masa Corporal,0
field,"gnuhealth.patient.evaluation,bpm",0,Heart Rate,Frecuencia Cardiaca,0
field,"gnuhealth.patient.evaluation,breast_asymmetry",0,Breast Asymmetry,Asimetría de mama,0
field,"gnuhealth.patient.evaluation,breast_lump",0,Breast Lumps,Bultos en la mama,0
field,"gnuhealth.patient.evaluation,bronchophony",0,Bronchophony,Broncofonía,0
field,"gnuhealth.patient.evaluation,calculation_ability",0,Calculation Ability,Habilidad para cálculos,0
field,"gnuhealth.patient.evaluation,chief_complaint",0,Chief Complaint,Motivo de consulta,0
field,"gnuhealth.patient.evaluation,cholesterol_total",0,Last Cholesterol,Último Colesterol,0
field,"gnuhealth.patient.evaluation,cough",0,Cough,Tos,0
field,"gnuhealth.patient.evaluation,cyanosis",0,Cyanosis,Cianosis,0
field,"gnuhealth.patient.evaluation,decreased_fremitus",0,Decreased Fremitus,Frémito en disminución,0
field,"gnuhealth.patient.evaluation,dehydration",0,Dehydration,Deshidratación,0
field,"gnuhealth.patient.evaluation,derived_from",0,Derived from Doctor,Derivado por el Doctor,0
field,"gnuhealth.patient.evaluation,derived_to",0,Derived to Doctor,Derivado al Doctor,0
field,"gnuhealth.patient.evaluation,diagnosis",0,Presumptive Diagnosis,Diagnóstico Presuntivo,0
field,"gnuhealth.patient.evaluation,diastolic",0,Diastolic Pressure,Presión Diastólica,0
field,"gnuhealth.patient.evaluation,directions",0,Plan,Plan,0
field,"gnuhealth.patient.evaluation,edema",0,Edema,Edema,0
field,"gnuhealth.patient.evaluation,erithema",0,Erithema,Eritema,0
field,"gnuhealth.patient.evaluation,evaluation_date",0,Appointment,Cita,0
field,"gnuhealth.patient.evaluation,evaluation_endtime",0,End of Evaluation,Fin de la evaluación,0
field,"gnuhealth.patient.evaluation,evaluation_start",0,Start of Evaluation,Comienzo de la evaluación,0
field,"gnuhealth.patient.evaluation,evaluation_summary",0,Evaluation Summary,Resumen de la evaluación,0
field,"gnuhealth.patient.evaluation,evaluation_type",0,Evaluation Type,Tipo de evaluación,0
field,"gnuhealth.patient.evaluation,glycemia",0,Glycemia,Glucemia,0
field,"gnuhealth.patient.evaluation,goiter",0,Goiter,Bocio,0
field,"gnuhealth.patient.evaluation,gynecomastia",0,Gynecomastia,Ginecomastia,0
field,"gnuhealth.patient.evaluation,hba1c",0,Glycated Hemoglobin,Hemoglobina glicosilada,0
field,"gnuhealth.patient.evaluation,hdl",0,Last HDL,Último HDL,0
field,"gnuhealth.patient.evaluation,head_circumference",0,Head Circumference,Circunferencia de la cabeza,0
field,"gnuhealth.patient.evaluation,heart_extra_sounds",0,Heart Extra Sounds,Ruidos cardíacos sobreagregados,0
field,"gnuhealth.patient.evaluation,heart_murmurs",0,Heart Murmurs,Soplo cardíaco,0
field,"gnuhealth.patient.evaluation,height",0,Height,Altura (cm),0
field,"gnuhealth.patient.evaluation,hematoma",0,Hematomas,Hematomas,0
field,"gnuhealth.patient.evaluation,hypertonia",0,Hypertonia,Hipertonía,0
field,"gnuhealth.patient.evaluation,hypotonia",0,Hypotonia,Hipotonía,0
field,"gnuhealth.patient.evaluation,increased_fremitus",0,Increased Fremitus,Frémito en aumento,0
field,"gnuhealth.patient.evaluation,info_diagnosis",0,Presumptive Diagnosis: Extra Info,Diagnóstico Presuntivo: Información Adicional,0
field,"gnuhealth.patient.evaluation,jaundice",0,Jaundice,Ictericia,0
field,"gnuhealth.patient.evaluation,judgment",0,Jugdment,Discernimiento,0
field,"gnuhealth.patient.evaluation,jugular_engorgement",0,Jugular Engorgement,Temblor,0
field,"gnuhealth.patient.evaluation,knowledge_current_events",0,Knowledge of Current Events,Percepción de la realidad,0
field,"gnuhealth.patient.evaluation,ldl",0,Last LDL,Último LDL,0
field,"gnuhealth.patient.evaluation,loc",0,Level of Consciousness,Nivel de conciencia,0
field,"gnuhealth.patient.evaluation,loc_eyes",0,Level of Consciousness - Eyes,Nivel de conciencia - Ocular,0
field,"gnuhealth.patient.evaluation,loc_motor",0,Level of Consciousness - Motor,Nivel de conciencia - Motor,0
field,"gnuhealth.patient.evaluation,loc_verbal",0,Level of Consciousness - Verbal,Nivel de conciencia - Verbal,0
field,"gnuhealth.patient.evaluation,lung_adventitious_sounds",0,Lung Adventitious sounds,Ruidos pulmonares patológicos,0
field,"gnuhealth.patient.evaluation,lynphadenitis",0,Linphadenitis,Linfadenitis,0
field,"gnuhealth.patient.evaluation,malnutrition",0,Malnutrition,Desnutrición,0
field,"gnuhealth.patient.evaluation,masses",0,Masses,Tumor,0
field,"gnuhealth.patient.evaluation,memory",0,Memory,Memoria,0
field,"gnuhealth.patient.evaluation,miosis",0,Miosis,Miosis,0
field,"gnuhealth.patient.evaluation,mood",0,Mood,Ánimo,0
field,"gnuhealth.patient.evaluation,mydriasis",0,Mydriasis,Midriasis,0
field,"gnuhealth.patient.evaluation,next_evaluation",0,Next Appointment,Próxima cita,0
field,"gnuhealth.patient.evaluation,nipple_discharge",0,Nipple Discharge,Secreción del pezón,0
field,"gnuhealth.patient.evaluation,nipple_inversion",0,Nipple Inversion,Pezón invertido,0
field,"gnuhealth.patient.evaluation,notes",0,Notes,Notas,0
field,"gnuhealth.patient.evaluation,notes_complaint",0,Complaint details,Detalles de las quejas,0
field,"gnuhealth.patient.evaluation,nystagmus",0,Nystagmus,Nistagmo,0
field,"gnuhealth.patient.evaluation,object_recognition",0,Object Recognition,Reconocimiento de objetos,0
field,"gnuhealth.patient.evaluation,orientation",0,Orientation,Orientación,0
field,"gnuhealth.patient.evaluation,osat",0,Oxygen Saturation,Saturación de Oxígeno,0
field,"gnuhealth.patient.evaluation,palpebral_ptosis",0,Palpebral Ptosis,Ptosis palpebral,0
field,"gnuhealth.patient.evaluation,patient",0,Patient,Paciente,0
field,"gnuhealth.patient.evaluation,peau_dorange",0,Peau d orange,Piel de naranja,0
field,"gnuhealth.patient.evaluation,petechiae",0,Petechiae,Petequias,0
field,"gnuhealth.patient.evaluation,praxis",0,Praxis,Praxis,0
field,"gnuhealth.patient.evaluation,pressure_ulcers",0,Pressure Ulcers,Úlcera por presión,0
field,"gnuhealth.patient.evaluation,rec_name",0,Name,Nombre,0
field,"gnuhealth.patient.evaluation,respiratory_rate",0,Respiratory Rate,Frecuencia Respiratoria,0
field,"gnuhealth.patient.evaluation,symptom_abdominal_distension",0,Abdominal Distension,Distensión abdominal,0
field,"gnuhealth.patient.evaluation,symptom_abdominal_pain",0,Abdominal Pain,Dolor abdominal,0
field,"gnuhealth.patient.evaluation,symptom_amenorrhea",0,Amenorrhea,Amenorrea,0
field,"gnuhealth.patient.evaluation,symptom_amnesia",0,Amnesia,Amnesia,0
field,"gnuhealth.patient.evaluation,symptom_anorexia",0,Anorexia,Anorexia,0
field,"gnuhealth.patient.evaluation,symptom_arthralgia",0,Arthralgia,Artralgia,0
field,"gnuhealth.patient.evaluation,symptom_astenia",0,Astenia,Astenia,0
field,"gnuhealth.patient.evaluation,symptom_blurry_vision",0,Blurry vision,Visión borrosa,0
field,"gnuhealth.patient.evaluation,symptom_cervical_pain",0,Cervical Pain,Dolor cervical,0
field,"gnuhealth.patient.evaluation,symptom_chest_pain",0,Chest Pain,Dolor de Pecho,0
field,"gnuhealth.patient.evaluation,symptom_chest_pain_excercise",0,Chest Painon excercise only,Dolor de Pecho solo cuando hace ejercicio,0
field,"gnuhealth.patient.evaluation,symptom_constipation",0,Constipation,Constipación,0
field,"gnuhealth.patient.evaluation,symptom_diarrhea",0,Diarrhea,Diarrea,0
field,"gnuhealth.patient.evaluation,symptom_diplopia",0,Diplopia,Diplopía,0
field,"gnuhealth.patient.evaluation,symptom_disturb_sleep",0,Disturbed Sleep,Trastornos del sueño,0
field,"gnuhealth.patient.evaluation,symptom_dizziness",0,Dizziness,Mareo,0
field,"gnuhealth.patient.evaluation,symptom_dysmenorrhea",0,Dysmenorrhea,Dismenorrea,0
field,"gnuhealth.patient.evaluation,symptom_dysphagia",0,Dysphagia,Disfagia,0
field,"gnuhealth.patient.evaluation,symptom_dyspnea",0,Dyspnea,Disnea,0
field,"gnuhealth.patient.evaluation,symptom_dysuria",0,Dysuria,Disuria,0
field,"gnuhealth.patient.evaluation,symptom_ear_discharge",0,Ear Discharge,Otorrea,0
field,"gnuhealth.patient.evaluation,symptom_epistaxis",0,Epistaxis,Epistaxis,0
field,"gnuhealth.patient.evaluation,symptom_eye_glasses",0,Eye glasses,Gafas,0
field,"gnuhealth.patient.evaluation,symptom_gingival_bleeding",0,Gingival Bleeding,Sangrado de encías,0
field,"gnuhealth.patient.evaluation,symptom_headache",0,Headache,Dolor de cabeza,0
field,"gnuhealth.patient.evaluation,symptom_hematemesis",0,Hematemesis,Hematemesis,0
field,"gnuhealth.patient.evaluation,symptom_hemoptysis",0,Hemoptysis,Hemoptisis,0
field,"gnuhealth.patient.evaluation,symptom_hoarseness",0,Hoarseness,Ronquera,0
field,"gnuhealth.patient.evaluation,symptom_insomnia",0,Insomnia,Insomnio,0
field,"gnuhealth.patient.evaluation,symptom_lumbar_pain",0,Lumbar Pain,Dolor lumbar,0
field,"gnuhealth.patient.evaluation,symptom_melena",0,Melena,Melena,0
field,"gnuhealth.patient.evaluation,symptom_menorrhagia",0,Menorrhagia,Menorragia,0
field,"gnuhealth.patient.evaluation,symptom_metrorrhagia",0,Metrorrhagia,Metrorragia,0
field,"gnuhealth.patient.evaluation,symptom_mood_swings",0,Mood Swings,Cambios de humor,0
field,"gnuhealth.patient.evaluation,symptom_myalgia",0,Myalgia,Mialgia,0
field,"gnuhealth.patient.evaluation,symptom_nausea",0,Nausea,Náusea,0
field,"gnuhealth.patient.evaluation,symptom_nocturia",0,Nocturia,Nicturia,0
